Date,Time,Project,Activity_Description,Count,Manpower,Total_Downloads
09/04/2026,05:14 PM,MGVCL,DT Meter Installation,46,439,570
09/04/2026,05:15 PM,DGVCL,DT Meter Installation,107,387,497
09/04/2026,05:15 PM,DGVCL,DT Survey,143,387,497
09/04/2026,05:15 PM,DGVCL,Merged CI MI,1378,387,497
09/04/2026,05:15 PM,DGVCL,Meter Installation MI,303,387,497
09/04/2026,05:15 PM,DGVCL,New service Connection,544,387,497
09/04/2026,05:15 PM,DGVCL,O & M,33,387,497
09/04/2026,05:16 PM,APDCL7,New service Connection,17,90,253
09/04/2026,05:16 PM,APDCL7,Meter Installation[MI],110,90,253
09/04/2026,05:16 PM,APDCL7,O & M,145,90,253
09/04/2026,05:16 PM,APDCL7,DT OM,5,90,253
09/04/2026,05:16 PM,APDCL7,DT Meter Installation,1,90,253
09/04/2026,05:18 PM,Polaris,Consumer 1 PH   3 PH OM,89,1189,1350
09/04/2026,05:18 PM,Polaris,Consumer Indexing CI,4203,1189,1350
09/04/2026,05:18 PM,Polaris,DCU Installation,1,1189,1350
09/04/2026,05:18 PM,Polaris,DTR Meter Installation,57,1189,1350
09/04/2026,05:18 PM,Polaris,DTR Survey,81,1189,1350
09/04/2026,05:18 PM,Polaris,HSE Declaration Form,854,1189,1350
09/04/2026,05:18 PM,Polaris,Meter Installation MI,2419,1189,1350
09/04/2026,05:18 PM,Polaris,New service Connection,644,1189,1350
09/04/2026,05:18 PM,Polaris,Preliminary DTR Survey ,1,1189,1350
09/04/2026,05:18 PM,Polaris,Re-Allocation,2,1189,1350
09/04/2026,05:18 PM,Polaris,Screening,18,1189,1350
09/04/2026,05:18 PM,GVPR,DT Meter Installation,64,25,36
09/04/2026,05:18 PM,GVPR,DT Survey,50,25,36
09/04/2026,05:18 PM,GVPR,NSC MI,1,25,36
09/04/2026,05:18 PM,GVPR,O and M GF (DT),5,25,36
09/04/2026,05:18 PM,GVPR,Operations and Maintenance,1,25,36
09/04/2026,05:18 PM,GVPR,Solar Meter Installation,1,25,36
10/04/2026,05:05 PM,PVVNL,CMI through MI,1545,1388,1852
10/04/2026,05:05 PM,PVVNL,CMI through CI,2022,1388,1852
10/04/2026,05:05 PM,PVVNL,CI,344,1388,1852
10/04/2026,05:05 PM,PVVNL,CMI ,2860,1388,1852
10/04/2026,05:05 PM,PVVNL,New service Connection,774,1388,1852
10/04/2026,05:05 PM,PVVNL,O & M,183,1388,1852
10/04/2026,05:05 PM,PVVNL,DT Survey,160,1388,1852
10/04/2026,05:05 PM,PVVNL,Feeder Survey,1,1388,1852
10/04/2026,05:05 PM,PVVNL,DT O&M,4,1388,1852
10/04/2026,05:05 PM,PVVNL,Feeder Meter Installation,1,1388,1852
10/04/2026,05:05 PM,PVVNL,DT Meter Installation,135,1388,1852
10/04/2026,05:05 PM,MVVVNL,CMI through MI,1126,886,1150
10/04/2026,05:05 PM,MVVVNL,CMI through CI,1108,886,1150
10/04/2026,05:05 PM,MVVVNL,CI,78,886,1150
10/04/2026,05:05 PM,MVVVNL,DT Meter Installation,40,886,1150
10/04/2026,05:05 PM,MVVVNL,DT O&M,16,886,1150
10/04/2026,05:05 PM,MVVVNL,DT Survey,67,886,1150
10/04/2026,05:05 PM,MVVVNL,New service Connection,486,886,1150
10/04/2026,05:05 PM,MVVVNL,O & M,580,886,1150
10/04/2026,05:07 PM,MGVCL,New service Connection,309,406,560
10/04/2026,05:07 PM,MGVCL,Meter Installation,1355,406,560
10/04/2026,05:07 PM,MGVCL,Ticket Creation,20,406,560
10/04/2026,05:07 PM,MGVCL,O & M,289,406,560
10/04/2026,05:07 PM,MGVCL,DT Survey,73,406,560
10/04/2026,05:07 PM,MGVCL,Consumer Indexing,10,406,560
10/04/2026,05:07 PM,MGVCL,DT O&M,5,406,560
10/04/2026,05:07 PM,MGVCL,DT Meter Installation,50,406,560
10/04/2026,05:07 PM,DGVCL,DT Meter Installation,61,364,509
10/04/2026,05:07 PM,DGVCL,DT Survey,104,364,509
10/04/2026,05:07 PM,DGVCL,Merged CI MI,1281,364,509
10/04/2026,05:07 PM,DGVCL,Meter Installation MI,265,364,509
10/04/2026,05:07 PM,DGVCL,New service Connection,559,364,509
10/04/2026,05:07 PM,DGVCL,O & M,21,364,509
10/04/2026,05:07 PM,DGVCL,Ticket Creation,1,364,509
10/04/2026,05:09 PM,APDCL7,New service Connection,45,324,619
10/04/2026,05:09 PM,APDCL7,Meter Installation[MI],552,324,619
10/04/2026,05:09 PM,APDCL7,O & M,291,324,619
10/04/2026,05:09 PM,APDCL7,DT OM,6,324,619
10/04/2026,05:09 PM,Polaris,Consumer 1 PH   3 PH OM,114,1127,1336
10/04/2026,05:09 PM,Polaris,Consumer Indexing CI,3128,1127,1336
10/04/2026,05:09 PM,Polaris,DCU Installation,1,1127,1336
10/04/2026,05:09 PM,Polaris,DTR Meter Installation,52,1127,1336
10/04/2026,05:09 PM,Polaris,DTR Survey,121,1127,1336
10/04/2026,05:09 PM,Polaris,Feeder Meter Installation,5,1127,1336
10/04/2026,05:09 PM,Polaris,Feeder Survey,2,1127,1336
10/04/2026,05:09 PM,Polaris,HSE Declaration Form,830,1127,1336
10/04/2026,05:09 PM,Polaris,Meter Installation MI,2180,1127,1336
10/04/2026,05:09 PM,Polaris,New service Connection,571,1127,1336
10/04/2026,05:09 PM,Polaris,Screening,6,1127,1336
10/04/2026,05:10 PM,GVPR,DT Meter Installation,107,41,52
10/04/2026,05:10 PM,GVPR,DT Survey,71,41,52
10/04/2026,05:10 PM,GVPR,NSC MI,3,41,52
10/04/2026,05:10 PM,GVPR,O and M GF (DT),3,41,52
10/04/2026,05:10 PM,GVPR,Operations and Maintenance,1,41,52
10/04/2026,05:10 PM,GVPR,Solar Meter Installation,2,41,52
14/04/2026,05:09 PM,PVVNL,CMI through MI,754,973,1475
14/04/2026,05:09 PM,PVVNL,CMI through CI,899,973,1475
14/04/2026,05:09 PM,PVVNL,CI,90,973,1475
14/04/2026,05:09 PM,PVVNL,CMI ,1454,973,1475
14/04/2026,05:09 PM,PVVNL,New service Connection,695,973,1475
14/04/2026,05:09 PM,PVVNL,O & M,126,973,1475
14/04/2026,05:09 PM,PVVNL,DT Survey,141,973,1475
14/04/2026,05:09 PM,PVVNL,Feeder Survey,1,973,1475
14/04/2026,05:09 PM,PVVNL,DT O&M,14,973,1475
14/04/2026,05:09 PM,PVVNL,DT Meter Installation,106,973,1475
14/04/2026,05:09 PM,PVVNL,CMI through MI,755,973,1475
14/04/2026,05:09 PM,PVVNL,CMI through CI,899,973,1475
14/04/2026,05:09 PM,PVVNL,CI,90,973,1475
14/04/2026,05:09 PM,PVVNL,CMI ,1455,973,1475
14/04/2026,05:09 PM,PVVNL,New service Connection,696,973,1475
14/04/2026,05:09 PM,PVVNL,O & M,126,973,1475
14/04/2026,05:09 PM,PVVNL,DT Survey,141,973,1475
14/04/2026,05:09 PM,PVVNL,Feeder Survey,1,973,1475
14/04/2026,05:09 PM,PVVNL,DT O&M,14,973,1475
14/04/2026,05:09 PM,PVVNL,DT Meter Installation,106,973,1475
14/04/2026,05:10 PM,MVVVNL,CMI through MI,768,769,1060
14/04/2026,05:10 PM,MVVVNL,CMI through CI,853,769,1060
14/04/2026,05:10 PM,MVVVNL,CI,29,769,1060
14/04/2026,05:10 PM,MVVVNL,DT Meter Installation,29,769,1060
14/04/2026,05:10 PM,MVVVNL,DT O&M,10,769,1060
14/04/2026,05:10 PM,MVVVNL,DT Survey,37,769,1060
14/04/2026,05:10 PM,MVVVNL,New service Connection,498,769,1060
14/04/2026,05:10 PM,MVVVNL,O & M,850,769,1060
14/04/2026,05:15 PM,MGVCL,New service Connection,263,428,546
14/04/2026,05:15 PM,MGVCL,Meter Installation,1890,428,546
14/04/2026,05:15 PM,MGVCL,Ticket Creation,29,428,546
14/04/2026,05:15 PM,MGVCL,O & M,311,428,546
14/04/2026,05:15 PM,MGVCL,DT Survey,86,428,546
14/04/2026,05:15 PM,MGVCL,DT Meter Installation,90,428,546
14/04/2026,05:17 PM,DGVCL,DT Meter Installation,63,372,515
14/04/2026,05:17 PM,DGVCL,DT Survey,88,372,515
14/04/2026,05:17 PM,DGVCL,Merged CI MI,1336,372,515
14/04/2026,05:17 PM,DGVCL,Meter Installation MI,147,372,515
14/04/2026,05:17 PM,DGVCL,New service Connection,236,372,515
14/04/2026,05:17 PM,DGVCL,O & M,591,372,515
14/04/2026,05:18 PM,APDCL7,New service Connection,32,216,393
14/04/2026,05:18 PM,APDCL7,Meter Installation[MI],361,216,393
14/04/2026,05:18 PM,APDCL7,O & M,318,216,393
14/04/2026,05:18 PM,APDCL7,DT OM,7,216,393
14/04/2026,05:18 PM,Polaris,Consumer 1 PH   3 PH OM,114,909,1101
14/04/2026,05:18 PM,Polaris,Consumer Indexing CI,2390,909,1101
14/04/2026,05:18 PM,Polaris,DTR Meter Installation,78,909,1101
14/04/2026,05:18 PM,Polaris,DTR Survey,13,909,1101
14/04/2026,05:18 PM,Polaris,Feeder Meter Installation,4,909,1101
14/04/2026,05:18 PM,Polaris,Feeder Survey,7,909,1101
14/04/2026,05:18 PM,Polaris,HSE Declaration Form,641,909,1101
14/04/2026,05:18 PM,Polaris,Meter Installation MI,1380,909,1101
14/04/2026,05:18 PM,Polaris,New service Connection,586,909,1101
14/04/2026,05:18 PM,Polaris,Re-Allocation,4,909,1101
14/04/2026,05:18 PM,Polaris,Screening,16,909,1101
14/04/2026,05:18 PM,GVPR,DT Meter Installation,90,27,35
14/04/2026,05:18 PM,GVPR,DT Survey,66,27,35
14/04/2026,05:18 PM,GVPR,NSC MI,11,27,35
14/04/2026,05:18 PM,GVPR,Operations and Maintenance,2,27,35
14/04/2026,06:29 PM,PVVNL,CMI through MI,896,1035,74
14/04/2026,06:29 PM,PVVNL,CMI through CI,1032,1035,74
14/04/2026,06:29 PM,PVVNL,CI,98,1035,74
14/04/2026,06:29 PM,PVVNL,New service Connection,772,1035,74
14/04/2026,06:29 PM,PVVNL,O & M,158,1035,74
14/04/2026,06:29 PM,PVVNL,DT Survey,161,1035,74
14/04/2026,06:29 PM,PVVNL,Feeder Survey,1,1035,74
14/04/2026,06:29 PM,PVVNL,DT O&M,14,1035,74
14/04/2026,08:26 PM,PVVNL,CMI through MI,983,1066,1537
14/04/2026,08:26 PM,PVVNL,CMI through CI,1105,1066,1537
14/04/2026,08:26 PM,PVVNL,CI,99,1066,1537
14/04/2026,08:26 PM,PVVNL,CMI ,1786,1066,1537
14/04/2026,08:26 PM,PVVNL,New service Connection,815,1066,1537
14/04/2026,08:26 PM,PVVNL,O & M,174,1066,1537
14/04/2026,08:26 PM,PVVNL,DT Survey,162,1066,1537
14/04/2026,08:26 PM,PVVNL,Feeder Survey,1,1066,1537
14/04/2026,08:26 PM,PVVNL,DT O&M,16,1066,1537
14/04/2026,08:26 PM,PVVNL,DT Meter Installation,132,1066,1537
14/04/2026,08:26 PM,MVVVNL,CMI through MI,1093,874,1100
14/04/2026,08:26 PM,MVVVNL,CMI through CI,1140,874,1100
14/04/2026,08:26 PM,MVVVNL,CI,35,874,1100
14/04/2026,08:26 PM,MVVVNL,DT Meter Installation,38,874,1100
14/04/2026,08:26 PM,MVVVNL,DT O&M,26,874,1100
14/04/2026,08:26 PM,MVVVNL,DT Survey,37,874,1100
14/04/2026,08:26 PM,MVVVNL,New service Connection,686,874,1100
14/04/2026,08:26 PM,MVVVNL,O & M,1013,874,1100
14/04/2026,08:27 PM,PVVNL,CMI through MI,983,1066,1537
14/04/2026,08:27 PM,PVVNL,CMI through CI,1105,1066,1537
14/04/2026,08:27 PM,PVVNL,CI,99,1066,1537
14/04/2026,08:27 PM,PVVNL,CMI ,1786,1066,1537
14/04/2026,08:27 PM,PVVNL,New service Connection,815,1066,1537
14/04/2026,08:27 PM,PVVNL,O & M,174,1066,1537
14/04/2026,08:27 PM,PVVNL,DT Survey,162,1066,1537
14/04/2026,08:27 PM,PVVNL,Feeder Survey,1,1066,1537
14/04/2026,08:27 PM,PVVNL,DT O&M,16,1066,1537
14/04/2026,08:27 PM,PVVNL,DT Meter Installation,132,1066,1537
14/04/2026,08:28 PM,MGVCL,New service Connection,399,505,599
14/04/2026,08:28 PM,MGVCL,Meter Installation,2615,505,599
14/04/2026,08:28 PM,MGVCL,Ticket Creation,29,505,599
14/04/2026,08:28 PM,MGVCL,O & M,497,505,599
14/04/2026,08:28 PM,MGVCL,DT Survey,110,505,599
14/04/2026,08:28 PM,MGVCL,DT Meter Installation,145,505,599
14/04/2026,08:29 PM,PVVNL,CMI through MI,983,1066,1537
14/04/2026,08:29 PM,PVVNL,CMI through CI,1105,1066,1537
14/04/2026,08:29 PM,PVVNL,CI,99,1066,1537
14/04/2026,08:29 PM,PVVNL,CMI ,1786,1066,1537
14/04/2026,08:29 PM,PVVNL,New service Connection,815,1066,1537
14/04/2026,08:29 PM,PVVNL,O & M,174,1066,1537
14/04/2026,08:29 PM,PVVNL,DT Survey,162,1066,1537
14/04/2026,08:29 PM,PVVNL,Feeder Survey,1,1066,1537
14/04/2026,08:29 PM,PVVNL,DT O&M,16,1066,1537
14/04/2026,08:29 PM,PVVNL,DT Meter Installation,132,1066,1537
14/04/2026,08:30 PM,DGVCL,DT Meter Installation,105,424,532
14/04/2026,08:30 PM,DGVCL,DT Survey,103,424,532
14/04/2026,08:30 PM,DGVCL,Merged CI MI,1791,424,532
14/04/2026,08:30 PM,DGVCL,Meter Installation MI,186,424,532
14/04/2026,08:30 PM,DGVCL,New service Connection,335,424,532
14/04/2026,08:30 PM,DGVCL,O & M,690,424,532
14/04/2026,08:31 PM,APDCL7,New service Connection,41,265,424
14/04/2026,08:31 PM,APDCL7,Meter Installation[MI],487,265,424
14/04/2026,08:31 PM,APDCL7,O & M,494,265,424
14/04/2026,08:31 PM,APDCL7,DT OM,12,265,424
14/04/2026,08:31 PM,Polaris,Consumer 1 PH   3 PH OM,128,957,1143
14/04/2026,08:31 PM,Polaris,Consumer Indexing CI,2510,957,1143
14/04/2026,08:31 PM,Polaris,DTR Meter Installation,105,957,1143
14/04/2026,08:31 PM,Polaris,DTR Survey,14,957,1143
14/04/2026,08:31 PM,Polaris,Feeder Meter Installation,11,957,1143
14/04/2026,08:31 PM,Polaris,Feeder Survey,9,957,1143
14/04/2026,08:31 PM,Polaris,HSE Declaration Form,673,957,1143
14/04/2026,08:31 PM,Polaris,Meter Installation MI,1838,957,1143
14/04/2026,08:31 PM,Polaris,New service Connection,759,957,1143
14/04/2026,08:31 PM,Polaris,Re-Allocation,4,957,1143
14/04/2026,08:31 PM,Polaris,Screening,18,957,1143
14/04/2026,08:32 PM,GVPR,DT Meter Installation,111,29,37
14/04/2026,08:32 PM,GVPR,DT Survey,69,29,37
14/04/2026,08:32 PM,GVPR,NSC MI,11,29,37
14/04/2026,08:32 PM,GVPR,Operations and Maintenance,2,29,37
14/04/2026,08:32 PM,GVPR,Solar Meter Installation,1,29,37
14/04/2026,08:42 PM,PVVNL,CMI through MI,984,1066,1540
14/04/2026,08:42 PM,PVVNL,CMI through CI,1105,1066,1540
14/04/2026,08:42 PM,PVVNL,CI,99,1066,1540
14/04/2026,08:42 PM,PVVNL,CMI ,1786,1066,1540
14/04/2026,08:42 PM,PVVNL,New service Connection,815,1066,1540
14/04/2026,08:42 PM,PVVNL,O & M,175,1066,1540
14/04/2026,08:42 PM,PVVNL,DT Survey,162,1066,1540
14/04/2026,08:42 PM,PVVNL,Feeder Survey,1,1066,1540
14/04/2026,08:42 PM,PVVNL,DT O&M,17,1066,1540
14/04/2026,08:42 PM,PVVNL,DT Meter Installation,132,1066,1540
14/04/2026,08:43 PM,MVVVNL,CMI through MI,1093,875,1100
14/04/2026,08:43 PM,MVVVNL,CMI through CI,1140,875,1100
14/04/2026,08:43 PM,MVVVNL,CI,35,875,1100
14/04/2026,08:43 PM,MVVVNL,CMI,1421,875,1100
14/04/2026,08:43 PM,MVVVNL,DT Meter Installation,38,875,1100
14/04/2026,08:43 PM,MVVVNL,DT O&M,27,875,1100
14/04/2026,08:43 PM,MVVVNL,DT Survey,37,875,1100
14/04/2026,08:43 PM,MVVVNL,New service Connection,686,875,1100
14/04/2026,08:43 PM,MVVVNL,O & M,1015,875,1100
16/04/2026,09:45 AM,PVVNL,CMI through MI,59,110,722
16/04/2026,09:45 AM,PVVNL,CMI through CI,22,110,722
16/04/2026,09:45 AM,PVVNL,CI,18,110,722
16/04/2026,09:45 AM,PVVNL,CMI ,76,110,722
16/04/2026,09:45 AM,PVVNL,New service Connection,77,110,722
16/04/2026,09:45 AM,PVVNL,O & M,10,110,722
16/04/2026,09:47 AM,MVVVNL,CMI through MI,9,88,620
16/04/2026,09:47 AM,MVVVNL,CMI through CI,17,88,620
16/04/2026,09:47 AM,MVVVNL,CI,0,88,620
16/04/2026,09:47 AM,MVVVNL,CMI,25,88,620
16/04/2026,09:47 AM,MVVVNL,DT O&M,1,88,620
16/04/2026,09:47 AM,MVVVNL,New service Connection,47,88,620
16/04/2026,09:47 AM,MVVVNL,O & M,77,88,620
16/04/2026,09:49 AM,MGVCL,New service Connection,46,59,220
16/04/2026,09:49 AM,MGVCL,Meter Installation,134,59,220
16/04/2026,09:49 AM,MGVCL,O & M,30,59,220
16/04/2026,09:54 AM,DGVCL,DT Meter Installation,18,47,224
16/04/2026,09:54 AM,DGVCL,DT Survey,4,47,224
16/04/2026,09:54 AM,DGVCL,Merged CI MI,82,47,224
16/04/2026,09:54 AM,DGVCL,Meter Installation MI,1,47,224
16/04/2026,09:54 AM,DGVCL,New service Connection,29,47,224
16/04/2026,09:54 AM,DGVCL,O & M,25,47,224
16/04/2026,09:56 AM,APDCL7,Meter Installation[MI],20,12,191
16/04/2026,09:56 AM,APDCL7,O & M,4,12,191
16/04/2026,09:56 AM,APDCL7,DT OM,1,12,191
16/04/2026,10:06 AM,Polaris,Consumer 1 PH   3 PH OM,3,360,621
16/04/2026,10:06 AM,Polaris,Consumer Indexing CI,131,360,621
16/04/2026,10:06 AM,Polaris,DCU Installation,1,360,621
16/04/2026,10:06 AM,Polaris,DTR Meter Installation,2,360,621
16/04/2026,10:06 AM,Polaris,HSE Declaration Form,327,360,621
16/04/2026,10:06 AM,Polaris,Meter Installation MI,57,360,621
16/04/2026,10:06 AM,Polaris,New service Connection,36,360,621
16/04/2026,10:07 AM,GVPR,DT Meter Installation,2,5,15
16/04/2026,10:07 AM,GVPR,DT Survey,8,5,15
16/04/2026,12:41 PM,PVVNL,CMI through MI,414,665,1410
16/04/2026,12:41 PM,PVVNL,CMI through CI,373,665,1410
16/04/2026,12:41 PM,PVVNL,CI,265,665,1410
16/04/2026,12:41 PM,PVVNL,CMI ,696,665,1410
16/04/2026,12:41 PM,PVVNL,New service Connection,385,665,1410
16/04/2026,12:41 PM,PVVNL,O & M,24,665,1410
16/04/2026,12:41 PM,PVVNL,DT Survey,37,665,1410
16/04/2026,12:41 PM,PVVNL,SIM Addition,3,665,1410
16/04/2026,12:41 PM,PVVNL,DT O&M,1,665,1410
16/04/2026,12:41 PM,PVVNL,DT Meter Installation,13,665,1410
16/04/2026,12:45 PM,DGVCL,DT Meter Installation,44,220,432
16/04/2026,12:45 PM,DGVCL,DT Survey,43,220,432
16/04/2026,12:45 PM,DGVCL,Merged CI MI,393,220,432
16/04/2026,12:45 PM,DGVCL,Meter Installation MI,55,220,432
16/04/2026,12:45 PM,DGVCL,New service Connection,116,220,432
16/04/2026,12:45 PM,DGVCL,O & M,165,220,432
16/04/2026,03:20 PM,PVVNL,CMI through MI,903,1040,1614
16/04/2026,03:20 PM,PVVNL,CMI through CI,893,1040,1614
16/04/2026,03:20 PM,PVVNL,CI,284,1040,1614
16/04/2026,03:20 PM,PVVNL,CMI ,1521,1040,1614
16/04/2026,03:20 PM,PVVNL,New service Connection,661,1040,1614
16/04/2026,03:20 PM,PVVNL,O & M,59,1040,1614
16/04/2026,03:20 PM,PVVNL,DT Survey,93,1040,1614
16/04/2026,03:20 PM,PVVNL,SIM Addition,3,1040,1614
16/04/2026,03:20 PM,PVVNL,DT O&M,2,1040,1614
16/04/2026,03:20 PM,PVVNL,DT Meter Installation,51,1040,1614
16/04/2026,03:20 PM,MVVVNL,CMI through MI,560,719,1073
16/04/2026,03:20 PM,MVVVNL,CMI through CI,648,719,1073
16/04/2026,03:20 PM,MVVVNL,CI,21,719,1073
16/04/2026,03:20 PM,MVVVNL,CMI,887,719,1073
16/04/2026,03:20 PM,MVVVNL,DT Meter Installation,18,719,1073
16/04/2026,03:20 PM,MVVVNL,DT O&M,5,719,1073
16/04/2026,03:20 PM,MVVVNL,DT Survey,40,719,1073
16/04/2026,03:20 PM,MVVVNL,New service Connection,430,719,1073
16/04/2026,03:20 PM,MVVVNL,O & M,539,719,1073
16/04/2026,03:22 PM,APDCL7,New service Connection,15,174,435
16/04/2026,03:22 PM,APDCL7,Meter Installation[MI],293,174,435
16/04/2026,03:22 PM,APDCL7,O & M,137,174,435
16/04/2026,03:22 PM,APDCL7,DT OM,6,174,435
16/04/2026,04:58 PM,PVVNL,CMI through MI,1219,1163,1693
16/04/2026,04:58 PM,PVVNL,CMI through CI,1159,1163,1693
16/04/2026,04:58 PM,PVVNL,CI,290,1163,1693
16/04/2026,04:58 PM,PVVNL,CMI ,1930,1163,1693
16/04/2026,04:58 PM,PVVNL,New service Connection,794,1163,1693
16/04/2026,04:58 PM,PVVNL,O & M,82,1163,1693
16/04/2026,04:58 PM,PVVNL,DT Survey,109,1163,1693
16/04/2026,04:58 PM,PVVNL,SIM Addition,3,1163,1693
16/04/2026,04:58 PM,PVVNL,DT O&M,3,1163,1693
16/04/2026,04:58 PM,PVVNL,DT Meter Installation,86,1163,1693
16/04/2026,05:01 PM,PVVNL,CMI through MI,1224,1167,1695
16/04/2026,05:01 PM,PVVNL,CMI through CI,1162,1167,1695
16/04/2026,05:01 PM,PVVNL,CI,291,1167,1695
16/04/2026,05:01 PM,PVVNL,CMI ,1937,1167,1695
16/04/2026,05:01 PM,PVVNL,New service Connection,795,1167,1695
16/04/2026,05:01 PM,PVVNL,O & M,83,1167,1695
16/04/2026,05:01 PM,PVVNL,DT Survey,109,1167,1695
16/04/2026,05:01 PM,PVVNL,SIM Addition,3,1167,1695
16/04/2026,05:01 PM,PVVNL,DT O&M,3,1167,1695
16/04/2026,05:01 PM,PVVNL,DT Meter Installation,86,1167,1695
16/04/2026,05:01 PM,MVVVNL,CMI through MI,807,801,1103
16/04/2026,05:01 PM,MVVVNL,CMI through CI,908,801,1103
16/04/2026,05:01 PM,MVVVNL,CI,28,801,1103
16/04/2026,05:01 PM,MVVVNL,CMI,1193,801,1103
16/04/2026,05:01 PM,MVVVNL,DT Meter Installation,39,801,1103
16/04/2026,05:01 PM,MVVVNL,DT O&M,7,801,1103
16/04/2026,05:01 PM,MVVVNL,DT Survey,45,801,1103
16/04/2026,05:01 PM,MVVVNL,New service Connection,542,801,1103
16/04/2026,05:01 PM,MVVVNL,O & M,681,801,1103
16/04/2026,05:06 PM,MGVCL,New service Connection,301,381,516
16/04/2026,05:06 PM,MGVCL,Meter Installation,1509,381,516
16/04/2026,05:06 PM,MGVCL,Ticket Creation,16,381,516
16/04/2026,05:06 PM,MGVCL,O & M,333,381,516
16/04/2026,05:06 PM,MGVCL,DT Survey,24,381,516
16/04/2026,05:06 PM,MGVCL,DT Meter Installation,15,381,516
16/04/2026,05:07 PM,DGVCL,DT Meter Installation,127,390,543
16/04/2026,05:07 PM,DGVCL,DT Survey,112,390,543
16/04/2026,05:07 PM,DGVCL,Merged CI MI,1189,390,543
16/04/2026,05:07 PM,DGVCL,Meter Installation MI,281,390,543
16/04/2026,05:07 PM,DGVCL,New service Connection,500,390,543
16/04/2026,05:07 PM,DGVCL,O & M,447,390,543
16/04/2026,05:08 PM,APDCL7,New service Connection,20,217,456
16/04/2026,05:08 PM,APDCL7,Meter Installation[MI],388,217,456
16/04/2026,05:08 PM,APDCL7,O & M,218,217,456
16/04/2026,05:08 PM,APDCL7,DT OM,7,217,456
16/04/2026,05:09 PM,Polaris,Consumer 1 PH   3 PH OM,43,912,1134
16/04/2026,05:09 PM,Polaris,Consumer Indexing CI,2159,912,1134
16/04/2026,05:09 PM,Polaris,DCU Installation,4,912,1134
16/04/2026,05:09 PM,Polaris,DTR Meter Installation,48,912,1134
16/04/2026,05:09 PM,Polaris,DTR Survey,27,912,1134
16/04/2026,05:09 PM,Polaris,Feeder Meter Installation,5,912,1134
16/04/2026,05:09 PM,Polaris,Feeder Survey,5,912,1134
16/04/2026,05:09 PM,Polaris,HSE Declaration Form,664,912,1134
16/04/2026,05:09 PM,Polaris,Meter Installation MI,1197,912,1134
16/04/2026,05:09 PM,Polaris,New service Connection,479,912,1134
16/04/2026,05:09 PM,Polaris,Preliminary DTR Survey ,1,912,1134
16/04/2026,05:09 PM,Polaris,Re-Allocation,2,912,1134
16/04/2026,05:09 PM,Polaris,Screening,5,912,1134
16/04/2026,05:09 PM,GVPR,DT Meter Installation,75,28,41
16/04/2026,05:09 PM,GVPR,DT Survey,77,28,41
16/04/2026,05:09 PM,GVPR,NSC MI,3,28,41
16/04/2026,05:09 PM,GVPR,O and M GF (DT),1,28,41
16/04/2026,05:09 PM,GVPR,Operations and Maintenance,1,28,41
16/04/2026,05:09 PM,GVPR,Operations and Maintenance -DT,7,28,41
17/04/2026,02:12 PM,MVVVNL,CMI through MI,191,534,667
17/04/2026,02:12 PM,MVVVNL,CMI through CI,366,534,667
17/04/2026,02:12 PM,MVVVNL,CI,14,534,667
17/04/2026,02:12 PM,MVVVNL,CMI,488,534,667
17/04/2026,02:12 PM,MVVVNL,DT Meter Installation,16,534,667
17/04/2026,02:12 PM,MVVVNL,DT O&M,2,534,667
17/04/2026,02:12 PM,MVVVNL,DT Survey,25,534,667
17/04/2026,02:12 PM,MVVVNL,New service Connection,264,534,667
17/04/2026,02:12 PM,MVVVNL,O & M,328,534,667
17/04/2026,02:18 PM,MVVVNL,CMI through MI,250,544,666
17/04/2026,02:18 PM,MVVVNL,CMI through CI,374,544,666
17/04/2026,02:18 PM,MVVVNL,CI,15,544,666
17/04/2026,02:18 PM,MVVVNL,CMI,502,544,666
17/04/2026,02:18 PM,MVVVNL,DT Meter Installation,17,544,666
17/04/2026,02:18 PM,MVVVNL,DT O&M,5,544,666
17/04/2026,02:18 PM,MVVVNL,DT Survey,25,544,666
17/04/2026,02:18 PM,MVVVNL,New service Connection,270,544,666
17/04/2026,02:18 PM,MVVVNL,O & M,340,544,666
17/04/2026,05:46 PM,PVVNL,CMI through MI,1315,1143,78
17/04/2026,05:46 PM,PVVNL,CMI through CI,1069,1143,78
17/04/2026,05:46 PM,PVVNL,CI,251,1143,78
17/04/2026,05:46 PM,PVVNL,CMI ,1925,1143,78
17/04/2026,05:46 PM,PVVNL,New service Connection,668,1143,78
17/04/2026,05:46 PM,PVVNL,O & M,121,1143,78
17/04/2026,05:46 PM,PVVNL,DT Survey,122,1143,78
17/04/2026,05:46 PM,PVVNL,SIM Addition,1,1143,78
17/04/2026,05:46 PM,PVVNL,DT O&M,10,1143,78
17/04/2026,05:46 PM,PVVNL,DT Meter Installation,130,1143,78
17/04/2026,05:46 PM,MVVVNL,CMI through MI,714,749,645
17/04/2026,05:46 PM,MVVVNL,CMI through CI,828,749,645
17/04/2026,05:46 PM,MVVVNL,CI,34,749,645
17/04/2026,05:46 PM,MVVVNL,CMI,1074,749,645
17/04/2026,05:46 PM,MVVVNL,DT Meter Installation,40,749,645
17/04/2026,05:46 PM,MVVVNL,DT O&M,14,749,645
17/04/2026,05:46 PM,MVVVNL,DT Survey,43,749,645
17/04/2026,05:46 PM,MVVVNL,New service Connection,469,749,645
